old_index,city_name,tdate,hr,order_id,driver_id,starting_lng,starting_lat,start_poi,dest_lng,dest_lat,dest_poi,begin_time,finish_time,travel_distance,travel_time,strive_time,rnd,newdistance
273452,成都市,20161008,9,8b5ec655,83a3258d,104.082769,30.6872,酒店宾馆,104.10652,30.70986,休闲娱乐,2016-10-08 09:29:04,2016-10-08 09:44:01,4.0,14,2016-10-08 09:26:50,0.114822833860318,4052.1439999999993
195531,成都市,20160605,9,26e8baaa,33fba712,104.090041,30.681281,住宅小区,104.108296,30.687555,住宅小区,2016-06-05 09:25:14,2016-06-05 09:33:45,2.8,8,2016-06-05 09:23:58,0.0820283004234398,2641.991
230303,成都市,20160206,9,efa69240,6a67bb86,104.0875,30.6826,休闲娱乐,104.104966,30.704031,公交地铁,2016-02-06 09:13:22,2016-02-06 09:24:38,4.8,11,2016-02-06 09:07:07,0.096659303863217,4304.715
331978,成都市,20160629,7,91fe4cd4,bf17fe76,104.078705,30.677092,商务楼宇,104.033723,30.631507,购物,2016-06-29 07:07:36,2016-06-29 07:29:23,8.9,21,2016-06-29 07:01:16,0.139523644272391,8380.715999999999
196081,成都市,20160919,9,6cbdad55,5c8e769,104.08897,30.67152,住宅小区,104.04968,30.67242,地名地址,2016-09-19 09:19:50,2016-09-19 09:37:46,4.9,17,2016-09-19 09:17:34,0.0822562895560196,4682.315999999999
115917,成都市,20160219,8,74096ca4,544110cf,104.088501,30.6875,住宅小区,104.074808,30.64509,公交地铁,2016-02-19 08:21:55,2016-02-19 08:41:25,5.7,19,2016-02-19 08:06:12,0.0486703207034118,6189.235
309023,成都市,20160912,8,13291313,106898a0,104.086732,30.687938,住宅小区,104.07605,30.659981,商务楼宇,2016-09-12 08:03:15,2016-09-12 08:16:34,3.8,13,2016-09-12 07:53:36,0.129813579406153,4407.864999999999
238817,成都市,20161021,9,5416d0ba,7e95ef7a,104.08261,30.671621,商务楼宇,104.07204,30.62449,商务楼宇,2016-10-21 09:23:38,2016-10-21 09:49:52,6.9,26,2016-10-21 09:20:23,0.100209281734111,5957.323
127787,成都市,20160130,9,efff06a,9425b887,104.07357,30.676979,住宅小区,104.109192,30.675049,购物,2016-01-30 09:07:31,2016-01-30 09:22:41,5.6,15,2016-01-30 09:06:12,0.0536491111173529,4253.335999999999
452973,成都市,20161001,8,38d063e6,fd73bdfd,104.074608,30.695318,购物,104.07318,30.70213,公交地铁,2016-10-01 08:45:42,2016-10-01 09:01:36,2.7,15,2016-10-01 08:35:43,0.189924834555997,1602.9260000000004
472252,成都市,20151203,8,e5cbb19c,e77a7507,104.078872,30.672801,住宅小区,104.06578,30.65735,休闲娱乐,2015-12-03 08:23:48,2015-12-03 08:38:41,3.3,14,2015-12-03 08:15:42,0.197950959874593,2450.1960000000004
378645,成都市,20161017,8,15d81ed1,a3843dfb,104.092506,30.679668,住宅小区,104.11484,30.62747,酒店宾馆,2016-10-17 08:31:53,2016-10-17 08:54:12,9.5,22,2016-10-17 08:23:24,0.158999664669092,7571.405000000002
303916,成都市,20161012,8,6e39ad68,87e2738d,104.07665,30.68813,商务楼宇,104.08913,30.65373,商务楼宇,2016-10-12 08:31:01,2016-10-12 08:50:18,5.8,19,2016-10-12 08:23:29,0.127724792392186,5099.377000000001
110846,成都市,20160502,7,57ada020,f389d622,104.08036,30.675699,住宅小区,104.05529,30.64809,酒店宾馆,2016-05-02 07:47:38,2016-05-02 08:02:52,5.6,15,2016-05-02 07:40:44,0.0465453275255471,4399.449999999999
70697,成都市,20160630,8,9c6fe68a,3ec6e7ad,104.08973,30.6867,住宅小区,104.0811,30.66027,酒店宾馆,2016-06-30 08:43:01,2016-06-30 09:08:47,3.3,25,2016-06-30 08:37:38,0.0295848695090307,3877.896999999999
