old_index,city_name,tdate,hr,order_id,driver_id,starting_lng,starting_lat,start_poi,dest_lng,dest_lat,dest_poi,begin_time,finish_time,travel_distance,travel_time,strive_time,rnd,newdistance
237885,成都市,20161024,8,389104ae,43e755e2,104.075667,30.688843,商务楼宇,104.06042,30.65939,医院,2016-10-24 08:45:20,2016-10-24 09:03:17,4.8,17,2016-10-24 08:38:56,0.0998096837811977,4398.486000000001
15245,成都市,20160417,8,48a8997c,86745dbf,104.091959,30.68436,商务楼宇,104.066817,30.683004,医院,2016-04-17 08:03:23,2016-04-17 08:13:34,3.5,10,2016-04-17 08:00:17,0.0064245176681901,3002.6450000000004
318441,成都市,20160321,9,f0b53f98,28d13299,104.086994,30.675541,住宅小区,104.109193,30.664848,学校,2016-03-21 09:09:48,2016-03-21 09:21:54,3.0,12,2016-03-21 08:53:33,0.133843076972298,3364.795
475183,成都市,20151125,7,709f9c2f,ada9eab8,104.088471,30.688901,住宅小区,104.071137,30.656631,地名地址,2015-11-25 07:17:42,2015-11-25 07:33:15,4.3,15,2015-11-25 07:15:26,0.199185790444844,4851.254
397516,成都市,20160513,8,b301eede,96cfb3e8,104.092505,30.685215,商务楼宇,104.065098,30.664952,商务楼宇,2016-05-13 08:01:51,2016-05-13 08:24:08,4.6,22,2016-05-13 07:55:56,0.166876608748213,4288.544
489678,成都市,20160618,9,a0014a06,f6ecc1b2,104.08815,30.690845,住宅小区,104.068513,30.605916,火车站,2016-06-18 09:03:39,2016-06-18 09:37:25,6.5,33,2016-06-18 08:52:06,0.205201110382378,11236.981000000002
186691,成都市,20160611,8,7b279380,718ffff1,104.07665,30.67686,住宅小区,104.092519,30.658501,购物,2016-06-11 08:13:38,2016-06-11 08:20:51,3.4,7,2016-06-11 08:10:07,0.0782896889897973,3362.692
103157,成都市,20160907,8,8d87ea98,9b7f5cf9,104.088615,30.688811,住宅小区,104.076379,30.67235,医院,2016-09-07 08:23:06,2016-09-07 08:33:04,2.5,9,2016-09-07 08:17:32,0.043241982453218,2586.6390000000006
25595,成都市,20160121,8,7c880c5d,36e8781b,104.087302,30.677169,住宅小区,104.090081,30.647894,酒店宾馆,2016-01-21 08:29:46,2016-01-21 08:47:18,4.2,17,2016-01-21 08:28:58,0.0107895831040642,4435.398999999999
337623,成都市,20160913,8,f0f3794,a9496294,104.08423,30.69327,住宅小区,104.13865,30.67069,住宅小区,2016-09-13 08:39:53,2016-09-13 09:13:36,9.4,33,2016-09-13 08:25:20,0.14189576316522,6829.402000000002
25836,成都市,20160321,8,d7be6b4e,2c72958,104.08399,30.67727,地名地址,104.052233,30.634436,地名地址,2016-03-21 08:01:07,2016-03-21 08:36:32,6.4,35,2016-03-21 07:54:55,0.0109033469933913,6713.058000000001
25157,成都市,20160617,8,35f1cd27,34b65ac0,104.072067,30.677485,住宅小区,104.04646,30.69464,生活服务,2016-06-17 08:09:40,2016-06-17 08:20:51,3.7,11,2016-06-17 08:07:44,0.0106219351082687,4000.225999999999
483931,成都市,20160718,9,d023ba60,129fbdb3,104.07335,30.69092,住宅小区,104.09935,30.68114,商务楼宇,2016-07-18 09:15:23,2016-07-18 09:26:02,4.2,10,2016-07-18 09:11:20,0.202832816820325,3664.02
160133,成都市,20160225,8,e73cf437,537fdb5b,104.089973,30.675144,住宅小区,104.07605,30.659981,商务楼宇,2016-02-25 08:33:29,2016-02-25 08:50:39,3.4,17,2016-02-25 08:26:27,0.0671664917045846,2748.6000000000004
195531,成都市,20160605,9,26e8baaa,33fba712,104.090041,30.681281,住宅小区,104.108296,30.687555,住宅小区,2016-06-05 09:25:14,2016-06-05 09:33:45,2.8,8,2016-06-05 09:23:58,0.0820283004234398,2641.991
103828,成都市,20151106,9,be426343,1d2c55b2,104.0899,30.6876,住宅小区,104.041,30.6904,商务楼宇,2015-11-06 09:27:03,2015-11-06 09:44:21,7.0,17,2015-11-06 09:20:22,0.0435189832325342,5501.435000000001
300022,成都市,20160520,9,860d24a2,f6dd58e4,104.072829,30.682447,住宅小区,104.07394,30.665671,酒店宾馆,2016-05-20 09:27:53,2016-05-20 09:43:49,3.7,15,2016-05-20 09:25:01,0.126041245819541,2388.517
104500,成都市,20160508,9,caf92a2a,509f7b85,104.074699,30.690271,商务楼宇,104.065454,30.655828,商务楼宇,2016-05-08 09:29:56,2016-05-08 09:59:13,5.7,29,2016-05-08 09:26:54,0.0438138145648306,4793.694
