old_index,city_name,tdate,hr,order_id,driver_id,starting_lng,starting_lat,start_poi,dest_lng,dest_lat,dest_poi,begin_time,finish_time,travel_distance,travel_time,strive_time,rnd,newdistance
492240,成都市,20160407,8,46c8dcb4,dbb5765d,104.090775,30.686454,住宅小区,104.072036,30.689017,商务楼宇,2016-04-07 08:39:10,2016-04-07 08:53:23,2.8,14,2016-04-07 08:34:12,0.206309062398342,2241.628
441725,成都市,20160714,9,b146b00f,44fd2bcf,104.074518,30.679118,住宅小区,104.033456,30.714348,酒店宾馆,2016-07-14 09:09:49,2016-07-14 09:33:35,7.1,23,2016-07-14 09:01:56,0.185314692697368,7037.712999999999
197265,成都市,20160414,8,79816d2b,54be3ab1,104.072723,30.695189,酒店宾馆,104.07394,30.665671,酒店宾馆,2016-04-14 08:01:34,2016-04-14 08:22:08,3.5,20,2016-04-14 07:58:50,0.0827489598153134,4707.9490000000005
347491,成都市,20160920,9,dbd4ee1d,dfa4c8f1,104.075699,30.695897,生活服务,104.109171,30.71253,酒店宾馆,2016-09-20 09:27:03,2016-09-20 09:46:07,6.4,19,2016-09-20 09:21:32,0.145944609472493,5857.281999999999
445603,成都市,20160908,7,1c0060b1,f6b8f4f1,104.07668,30.67692,住宅小区,104.08684,30.64576,地名地址,2016-09-08 07:11:31,2016-09-08 07:25:43,4.7,14,2016-09-08 07:05:48,0.186916348433831,4871.530999999998
318941,成都市,20160516,7,c70a712c,9aee51d5,104.07621,30.675812,住宅小区,104.053201,30.697976,学校,2016-05-16 07:21:13,2016-05-16 07:34:05,4.6,12,2016-05-16 07:13:57,0.134074215752864,3831.417
439021,成都市,20160629,7,ab05f647,6609cf53,104.08727,30.67729,住宅小区,104.04792,30.64775,休闲娱乐,2016-06-29 07:53:22,2016-06-29 08:36:24,7.0,43,2016-06-29 07:49:40,0.184139867587975,5987.679999999999
279241,成都市,20161018,8,3a43aedf,786ea8af,104.09,30.68712,住宅小区,104.099,30.66252,商务楼宇,2016-10-18 08:45:17,2016-10-18 08:57:27,4.0,12,2016-10-18 08:35:18,0.117303509267557,3561.1670000000004
427187,成都市,20151202,8,77e8852,80f51028,104.078873,30.6728,住宅小区,104.06578,30.65735,休闲娱乐,2015-12-02 08:13:03,2015-12-02 08:28:44,3.5,15,2015-12-02 08:02:05,0.179182496177104,2450.1960000000004
147882,成都市,20160226,7,69cbf830,9fa83778,104.09285,30.685711,住宅小区,104.079857,30.642061,医院,2016-02-26 07:55:13,2016-02-26 08:13:45,5.9,18,2016-02-26 07:49:14,0.0620757278233366,6104.642000000001
76725,成都市,20151205,8,54aaed70,bcf9f5cf,104.08168,30.683103,住宅小区,104.066043,30.650183,酒店宾馆,2015-12-05 08:09:51,2015-12-05 08:25:36,5.5,15,2015-12-05 08:06:34,0.0320958492612571,5369.699000000001
52860,成都市,20160731,9,b6fb9f8c,b2ef6c2c,104.082,30.683,商务楼宇,104.04844,30.67144,酒店宾馆,2016-07-31 09:07:40,2016-07-31 09:26:38,4.8,18,2016-07-31 09:01:45,0.0221847465629098,4461.464999999999
235092,成都市,20160120,8,37209972,4372b82a,104.080133,30.672367,住宅小区,104.053511,30.659979,学校,2016-01-20 08:17:16,2016-01-20 08:34:11,4.3,16,2016-01-20 08:09:31,0.0986261480055588,3790.641
354853,成都市,20160821,8,78accee3,d307399c,104.075,30.676501,住宅小区,104.0738,30.65967,商务楼宇,2016-08-21 08:49:27,2016-08-21 09:06:34,2.9,17,2016-08-21 08:41:13,0.149078957970094,2726.010999999999
127432,成都市,20160225,8,466bd1ee,d2e5bcbf,104.081007,30.684441,住宅小区,104.122307,30.710322,住宅小区,2016-02-25 08:41:56,2016-02-25 08:55:46,5.8,13,2016-02-25 08:35:22,0.0535180858711573,5791.485
220084,成都市,20160504,7,22b79595,7e77f689,104.08728,30.68418,住宅小区,104.094819,30.64753,商务楼宇,2016-05-04 07:35:04,2016-05-04 07:48:30,4.9,13,2016-05-04 07:31:56,0.0923316030428224,4939.871000000001
219750,成都市,20160616,9,b7f76410,d8bfdf99,104.088028,30.69021,住宅小区,104.105491,30.70192,地名地址,2016-06-16 09:15:01,2016-06-16 09:27:43,4.3,12,2016-06-16 09:05:28,0.0921912714277112,2964.2570000000005
89038,成都市,20160718,8,22d8cd47,99c5fbd9,104.091547,30.686264,住宅小区,104.11684,30.67172,住宅小区,2016-07-18 08:45:47,2016-07-18 08:57:17,3.7,11,2016-07-18 08:37:33,0.0372665093916847,4168.9800000000005
72885,成都市,20160414,9,f2f47e2d,1df0977c,104.089527,30.680845,住宅小区,104.046351,30.669519,商务楼宇,2016-04-14 09:01:39,2016-04-14 09:23:50,6.6,22,2016-04-14 08:56:42,0.0305071008092552,5887.057999999999
448067,成都市,20160323,9,9b43006c,5d12759c,104.088402,30.679211,住宅小区,104.077737,30.663587,住宅小区,2016-03-23 09:29:44,2016-03-23 09:50:32,2.0,20,2016-03-23 09:26:13,0.187897324612882,2671.6559999999995
298330,成都市,20160205,8,9c75f9d3,af7332cb,104.080208,30.694255,住宅小区,104.096125,30.703068,购物,2016-02-05 08:01:19,2016-02-05 08:08:58,2.3,7,2016-02-05 07:59:49,0.125295475408673,2396.007
355031,成都市,20160508,9,99e1dc42,5f89f002,104.08213,30.683382,住宅小区,104.09407,30.7104,住宅小区,2016-05-08 09:29:18,2016-05-08 09:45:13,8.4,15,2016-05-08 09:27:24,0.149149922569513,4364.075
387411,成都市,20160625,8,c7f1443d,2e8fc93d,104.081924,30.682934,商务楼宇,104.062501,30.681382,地名地址,2016-06-25 08:17:52,2016-06-25 08:32:02,4.2,14,2016-06-25 08:12:51,0.162666939723115,2782.307
49984,成都市,20160131,7,58265c7d,16547126,104.076969,30.672349,酒店宾馆,104.049912,30.624048,地名地址,2016-01-31 07:21:03,2016-01-31 07:43:32,8.7,22,2016-01-31 07:09:24,0.020965231902496,7651.116
5358,成都市,20160419,8,24f81ab9,613dadde,104.088547,30.688449,住宅小区,104.083332,30.64977,酒店宾馆,2016-04-19 08:43:27,2016-04-19 08:54:25,2.1,10,2016-04-19 08:28:06,0.0022415013092541,5258.365000000002
26687,成都市,20160203,8,6722f101,9a443738,104.081007,30.684441,住宅小区,104.122307,30.710322,住宅小区,2016-02-03 08:39:51,2016-02-03 08:50:46,6.0,10,2016-02-03 08:33:18,0.0112745205763969,5791.485
422304,成都市,20161003,9,ba05e2dc,2848714c,104.08185,30.6815,住宅小区,104.06686,30.63406,商务楼宇,2016-10-03 09:11:09,2016-10-03 09:36:26,7.7,25,2016-10-03 08:59:50,0.177189144272394,6582.626000000001
398122,成都市,20160722,7,4e46e4b4,cf300042,104.068589,30.69161,住宅小区,104.06139,30.63656,医院,2016-07-22 07:23:28,2016-07-22 07:55:30,8.2,32,2016-07-22 07:16:34,0.167120141360357,6834.269999999999
114426,成都市,20161002,8,4cb5afab,44c01c95,104.08087,30.6717,住宅小区,104.05619,30.66124,酒店宾馆,2016-10-02 08:31:52,2016-10-02 08:47:30,6.2,15,2016-10-02 08:28:28,0.0480249078487864,3792.157
25991,成都市,20151108,9,f725c5e5,9d6a327e,104.0718,30.6949,商务楼宇,104.054,30.6661,住宅小区,2015-11-08 09:09:04,2015-11-08 09:25:43,4.7,16,2015-11-08 09:01:30,0.0109730013668228,4926.866999999999
365785,成都市,20160115,9,fe2674b7,222ae0a2,104.075523,30.695091,商务楼宇,104.041743,30.671762,住宅小区,2016-01-15 09:03:02,2016-01-15 09:32:39,7.9,29,2016-01-15 08:54:20,0.153623316145686,5448.306
396668,成都市,20160203,8,e3711507,63860375,104.08928,30.688407,住宅小区,104.068191,30.65479,商务楼宇,2016-02-03 08:43:43,2016-02-03 09:01:59,4.8,18,2016-02-03 08:38:27,0.166518492882571,4779.933000000001
464577,成都市,20160924,8,2891ef3a,2c7929b7,104.075939,30.674011,住宅小区,104.07638,30.63522,购物,2016-09-24 08:13:27,2016-09-24 08:25:49,5.6,12,2016-09-24 08:04:13,0.194743828271874,5538.7930000000015
212833,成都市,20160910,8,27d3046b,a4189a58,104.08756,30.67774,住宅小区,104.10205,30.63895,医院,2016-09-10 08:29:46,2016-09-10 08:45:55,6.1,16,2016-09-10 08:26:05,0.0893090347683889,5914.368
265946,成都市,20161019,7,1fdd142,23e60568,104.0761,30.68569,医院,104.04865,30.683449,商务楼宇,2016-10-19 07:29:40,2016-10-19 07:38:45,3.7,9,2016-10-19 07:26:50,0.111618527924497,3119.1540000000005
7682,成都市,20160622,8,26e14b9e,16a57feb,104.09266,30.68161,住宅小区,104.099086,30.661434,学校,2016-06-22 08:43:22,2016-06-22 08:58:48,4.1,15,2016-06-22 08:35:55,0.0032347868003486,2740.298
