old_index,city_name,tdate,hr,order_id,driver_id,starting_lng,starting_lat,start_poi,dest_lng,dest_lat,dest_poi,begin_time,finish_time,travel_distance,travel_time,strive_time,rnd,newdistance
131048,成都市,20160229,7,9bb089bb,2983e21b,104.08399,30.67727,地名地址,104.052233,30.634436,地名地址,2016-02-29 07:51:02,2016-02-29 08:14:28,6.5,23,2016-02-29 07:44:28,0.0549623500583316,6713.058000000001
362046,成都市,20160429,7,42e74c91,5082a1bd,104.079803,30.67584,酒店宾馆,104.065,30.65787,休闲娱乐,2016-04-29 07:27:06,2016-04-29 07:37:03,3.1,9,2016-04-29 07:26:06,0.152057316489223,2963.6700000000005
409804,成都市,20160526,8,a8eb9750,9b367fb0,104.087639,30.690521,住宅小区,104.07366,30.66076,购物,2016-05-26 08:45:03,2016-05-26 09:06:40,4.0,21,2016-05-26 08:30:08,0.172021465895883,4687.118
447022,成都市,20151205,8,ffaf8f1c,7c4d6b85,104.092735,30.681587,住宅小区,104.072299,30.679759,地名地址,2015-12-05 08:47:03,2015-12-05 08:54:39,2.3,7,2015-12-05 08:39:51,0.187471141368201,2456.061
252676,成都市,20160129,7,21844759,512147b0,104.077103,30.670323,住宅小区,104.066671,30.69494,公交地铁,2016-01-29 07:55:33,2016-01-29 08:05:29,3.8,9,2016-01-29 07:50:36,0.106071815655651,4287.769
333725,成都市,20160509,7,2cf5a3b2,203b06ca,104.073677,30.693098,商务楼宇,104.10379,30.70527,公交地铁,2016-05-09 07:03:18,2016-05-09 07:17:28,6.0,14,2016-05-09 07:00:18,0.140263785592885,4169.41
191910,成都市,20160614,7,db8ad7b5,ae505ee,104.09273,30.681591,住宅小区,104.06349,30.67077,商务楼宇,2016-06-14 07:57:39,2016-06-14 08:14:19,4.1,16,2016-06-14 07:50:09,0.0805031532854475,4146.418
476645,成都市,20160126,9,c79cd0ac,41db764e,104.086822,30.682101,住宅小区,104.090091,30.640744,地名地址,2016-01-26 09:11:41,2016-01-26 09:27:52,7.1,16,2016-01-26 09:05:08,0.199788671018192,5713.559
326021,成都市,20161031,8,2b886a27,3b46fda1,104.089432,30.679586,住宅小区,104.124243,30.671123,住宅小区,2016-10-31 08:33:17,2016-10-31 08:43:35,5.0,10,2016-10-31 08:28:25,0.137061868399819,4709.657
151249,成都市,20160521,7,269565dd,107c48bf,104.081787,30.675116,商务楼宇,104.02662,30.65037,购物,2016-05-21 07:57:18,2016-05-21 08:24:21,8.1,27,2016-05-21 07:54:37,0.0634341690050496,7166.231999999998
155358,成都市,20161012,7,b41ae053,a1308bc3,104.092201,30.679198,住宅小区,104.07659,30.660101,医院,2016-10-12 07:53:31,2016-10-12 08:05:59,3.4,12,2016-10-12 07:47:34,0.0651606176942552,2792.472
741,成都市,20160606,8,2f2beb4,a472e27e,104.06798,30.69452,医院,104.114049,30.670009,住宅小区,2016-06-06 08:31:25,2016-06-06 08:54:06,8.1,22,2016-06-06 08:25:23,0.0003239722495648,6440.549999999999
190515,成都市,20160919,8,42d478b4,463fe2ce,104.073718,30.694376,公交地铁,104.07139,30.71617,住宅小区,2016-09-19 08:55:41,2016-09-19 09:07:09,3.5,11,2016-09-19 08:50:37,0.0799224777989296,2937.6320000000005
173492,成都市,20160925,9,cf6cbc5b,ea2a7fa4,104.078218,30.674258,住宅小区,104.049991,30.64545,商务楼宇,2016-09-25 09:07:29,2016-09-25 09:28:01,5.4,20,2016-09-25 09:05:28,0.0727748148311324,4917.484
444543,成都市,20161020,7,18c2eaec,e5d3a766,104.08859,30.6889,住宅小区,104.06794,30.68567,学校,2016-10-20 07:15:02,2016-10-20 07:25:53,2.9,10,2016-10-20 07:07:40,0.186469977841491,2699.1040000000003
185496,成都市,20160501,7,964711a4,368c2472,104.07583,30.688205,商务楼宇,104.106522,30.709859,休闲娱乐,2016-05-01 07:45:41,2016-05-01 08:08:55,7.1,23,2016-05-01 07:43:16,0.0778065916578737,5172.596
125956,成都市,20160227,8,7bc1f0c4,c26aa6a,104.089729,30.675262,住宅小区,104.135952,30.645949,住宅小区,2016-02-27 08:27:22,2016-02-27 08:52:17,8.9,24,2016-02-27 08:20:09,0.0528830216232878,7208.822
341933,成都市,20160118,8,b15f2cc4,48c11193,104.076689,30.687012,住宅小区,104.104051,30.704206,公交地铁,2016-01-18 08:19:44,2016-01-18 08:36:01,5.4,16,2016-01-18 08:09:25,0.143700480020217,6177.226999999999
380888,成都市,20160928,8,9eb9a3e1,c8e27d34,104.07353,30.6769,住宅小区,104.05848,30.66854,学校,2016-09-28 08:25:15,2016-09-28 08:44:27,3.5,19,2016-09-28 08:23:26,0.159900591103412,2201.749
409202,成都市,20151217,8,28c831a8,ba8b1d08,104.089539,30.685866,住宅小区,104.055317,30.657463,公交地铁,2015-12-17 08:37:33,2015-12-17 09:02:30,6.3,24,2015-12-17 08:28:58,0.171772460289191,5438.938
93597,成都市,20160623,9,1cdf9b70,e94bbf00,104.09281,30.68155,住宅小区,104.065755,30.651609,商务楼宇,2016-06-23 09:09:00,2016-06-23 09:28:59,5.6,19,2016-06-23 08:58:17,0.0391686379732721,4852.323999999998
393009,成都市,20161024,9,8931b215,431e4b1a,104.075996,30.671181,住宅小区,104.10747,30.68085,生活服务,2016-10-24 09:03:26,2016-10-24 09:19:23,4.4,15,2016-10-24 08:56:19,0.164996898372404,4587.821
435638,成都市,20160419,8,2970cd5c,3be4e4ce,104.08607,30.67392,住宅小区,104.062681,30.664509,住宅小区,2016-04-19 08:39:12,2016-04-19 08:49:49,2.5,10,2016-04-19 08:30:02,0.182729972320482,3171.2090000000003
186691,成都市,20160611,8,7b279380,718ffff1,104.07665,30.67686,住宅小区,104.092519,30.658501,购物,2016-06-11 08:13:38,2016-06-11 08:20:51,3.4,7,2016-06-11 08:10:07,0.0782896889897973,3362.692
297178,成都市,20160707,9,5714e01a,e4c174f5,104.09064,30.68492,住宅小区,104.07631,30.62335,商务楼宇,2016-07-07 09:17:42,2016-07-07 10:01:34,8.5,43,2016-07-07 09:11:12,0.124825760238113,8032.426000000002
261805,成都市,20161027,8,3cc91ef,bd0ed088,104.07591,30.67091,住宅小区,104.08654,30.66122,医院,2016-10-27 08:23:12,2016-10-27 08:34:22,2.1,11,2016-10-27 08:20:04,0.109903835984775,2291.4999999999995
295011,成都市,20160831,8,7f4d7453,bfb685d6,104.08566,30.69125,住宅小区,104.07016,30.6546,地名地址,2016-08-31 08:33:25,2016-08-31 08:51:12,5.0,17,2016-08-31 08:20:54,0.123924948962874,4965.420999999999
458583,成都市,20161026,7,aefd13e8,e83e81c1,104.08976,30.68679,住宅小区,104.07977,30.67087,地名地址,2016-10-26 07:35:00,2016-10-26 07:41:27,2.5,6,2016-10-26 07:30:41,0.192261107905883,2238.8980000000006
245035,成都市,20160501,9,1ae0b89f,c8cf70d6,104.088265,30.689188,住宅小区,104.049564,30.7262,地名地址,2016-05-01 09:29:51,2016-05-01 09:48:34,9.4,18,2016-05-01 09:24:31,0.102899387896777,7105.361000000001
189310,成都市,20160624,8,bf773b69,bc17312c,104.08644,30.69371,住宅小区,104.051509,30.689319,商务楼宇,2016-06-24 08:47:39,2016-06-24 09:03:43,4.6,16,2016-06-24 08:35:06,0.0794134422863897,4110.282
301397,成都市,20160604,9,7bbe2ce,9f3f35f6,104.071015,30.673038,住宅小区,104.075696,30.695897,生活服务,2016-06-04 09:25:51,2016-06-04 09:35:04,2.9,9,2016-06-04 09:23:30,0.126617182358605,5481.213000000001
