old_index,city_name,tdate,hr,order_id,driver_id,starting_lng,starting_lat,start_poi,dest_lng,dest_lat,dest_poi,begin_time,finish_time,travel_distance,travel_time,strive_time,rnd,newdistance
495304,成都市,20160120,9,609b1114,916897e1,104.08757,30.690401,住宅小区,104.09154,30.66324,住宅小区,2016-01-20 09:17:20,2016-01-20 09:38:28,5.0,21,2016-01-20 09:09:36,0.207613094136379,3976.584
412216,成都市,20160718,8,9436cb49,5c96b88e,104.088547,30.689049,住宅小区,104.11507,30.650239,购物,2016-07-18 08:55:55,2016-07-18 09:09:01,7.3,13,2016-07-18 08:49:48,0.173035403344699,6047.283000000001
106042,成都市,20160719,8,c30114d7,c3b41567,104.075371,30.670993,商务楼宇,104.075699,30.695897,生活服务,2016-07-19 08:11:26,2016-07-19 08:25:58,3.4,14,2016-07-19 08:06:35,0.0444691300541931,6045.247
152354,成都市,20160515,9,865fcb90,125d58f6,104.067329,30.67005,住宅小区,104.100713,30.698863,住宅小区,2016-05-15 09:25:57,2016-05-15 09:40:39,5.6,14,2016-05-15 09:20:35,0.0639071197512791,4890.532999999999
221340,成都市,20160623,9,914ec3e5,1ce3afce,104.092598,30.679174,住宅小区,104.07505,30.636361,学校,2016-06-23 09:23:24,2016-06-23 09:40:10,5.9,16,2016-06-23 09:13:45,0.0928467946038287,5547.836
439608,成都市,20160905,8,c2ba833,29e72a4d,104.081932,30.686554,酒店宾馆,104.07663,30.66663,公交地铁,2016-09-05 08:37:19,2016-09-05 09:04:27,3.4,27,2016-09-05 08:31:06,0.184393846532513,3094.453
327443,成都市,20160621,8,2b38ea13,f9569e51,104.087867,30.68391,住宅小区,104.05998,30.62703,商务楼宇,2016-06-21 08:03:35,2016-06-21 08:47:33,9.8,43,2016-06-21 07:55:19,0.137658123526324,7943.465
268071,成都市,20160402,8,424f56c2,e8071928,104.0868,30.691561,住宅小区,104.061493,30.679539,学校,2016-04-02 08:01:26,2016-04-02 08:10:08,3.1,8,2016-04-02 07:55:50,0.112499106509704,3488.336
403800,成都市,20161019,9,50f32626,7e118507,104.08759,30.67778,住宅小区,104.0672,30.65403,住宅小区,2016-10-19 09:19:39,2016-10-19 09:43:19,4.2,23,2016-10-19 09:07:08,0.169494490051873,3784.1280000000006
464577,成都市,20160924,8,2891ef3a,2c7929b7,104.075939,30.674011,住宅小区,104.07638,30.63522,购物,2016-09-24 08:13:27,2016-09-24 08:25:49,5.6,12,2016-09-24 08:04:13,0.194743828271874,5538.7930000000015
