old_index,city_name,tdate,hr,order_id,driver_id,starting_lng,starting_lat,start_poi,dest_lng,dest_lat,dest_poi,begin_time,finish_time,travel_distance,travel_time,strive_time,rnd,newdistance
422475,成都市,20161020,7,80b3458e,20f0747,104.08227,30.67813,住宅小区,104.06854,30.65463,地名地址,2016-10-20 07:37:16,2016-10-20 07:51:59,3.9,14,2016-10-20 07:33:16,0.177262328276062,3391.647000000001
123769,成都市,20160325,8,61a4d010,9dfd0bf1,104.086557,30.685184,住宅小区,104.1031,30.63226,公交地铁,2016-03-25 08:41:43,2016-03-25 09:04:25,8.4,22,2016-03-25 08:32:31,0.0519589543338801,7439.599
271835,成都市,20160507,7,b4438579,726ec88f,104.07325,30.69408,公交地铁,103.918753,30.565617,购物,2016-05-07 07:25:29,2016-05-07 07:41:14,3.1,15,2016-05-07 07:14:04,0.114132360083009,23958.716000000008
489791,成都市,20160218,8,2db7b76f,c69b01b0,104.069778,30.682156,住宅小区,104.062681,30.664509,住宅小区,2016-02-18 08:19:30,2016-02-18 08:29:01,2.2,9,2016-02-18 08:14:25,0.205248410517087,2696.027
344061,成都市,20160701,9,97bbe074,fff04f74,104.081284,30.684999,住宅小区,104.07318,30.70213,公交地铁,2016-07-01 09:11:35,2016-07-01 09:34:02,4.8,22,2016-07-01 09:03:15,0.144571320362697,3269.097
245621,成都市,20160128,9,a4625dce,40065217,104.076233,30.68562,医院,104.02703,30.694251,公交地铁,2016-01-28 09:01:06,2016-01-28 09:13:41,5.0,12,2016-01-28 08:53:29,0.103155329709832,6480.867
227531,成都市,20161024,8,a86f16c6,f168a52f,104.089264,30.689548,酒店宾馆,104.07605,30.65998,商务楼宇,2016-10-24 08:51:22,2016-10-24 09:09:26,5.0,18,2016-10-24 08:47:10,0.0955169877802572,4375.260999999999
331935,成都市,20160407,8,b9634ee4,9b0bd969,104.086162,30.68913,酒店宾馆,104.107779,30.647589,商务楼宇,2016-04-07 08:23:34,2016-04-07 08:40:12,8.0,16,2016-04-07 08:10:29,0.139500790301704,6128.882999999999
497992,成都市,20160411,7,935d7f71,ab6a7d12,104.07249,30.67941,酒店宾馆,104.089032,30.69053,学校,2016-04-11 07:15:13,2016-04-11 07:21:45,2.6,6,2016-04-11 07:05:19,0.208792482599471,2435.9150000000004
89628,成都市,20160809,7,e3bf9ec4,87258611,104.085,30.682001,住宅小区,104.07252,30.654941,购物,2016-08-09 07:23:05,2016-08-09 07:34:27,3.7,11,2016-08-09 07:21:39,0.037509094498591,4066.241000000001
